composition,n_entries
Li4ScFe3(SiO3)8,1
Na3SrPCO7,1
NaPH2OF6,1
K2AlPCO7,1
KNbPCO7,1
K2HoPCO7,1
LiLaTi2O6,1
Li3CuSbO5,1
Li15Ti11Nb5O42,1
Li10Ti11Nb6O42,1
YBiO3,1
Li2YPCO7,1
Li2SbPCO7,1
Li2HoPCO7,1
Li2ErPCO7,1
TmTaO4,1
Dy2SO2,1
Na3MgPCO7,1
Na2DyPCO7,1
Na2GaPCO7,1
V3H4NO8,1
VSO4F3,1
Li3Mn3(BO3)4,1
Li2Si3NiO8,1
BaV8O21,1
Li2Si2Ni2O7,1
NiH36C12S6(I2O3)2,1
Na6Ca3MnC6(O9F)2,1
Li2Fe(BO3)2,1
LiLa2Ti2CrO9,1
Li2Fe2Si3O10,1
Sr2CrCO3F5,1
VFe(P2O7)2,1
NaNdPCO7,1
Li12Mn3VP4(CO7)4,1
Li2Cr(CO3)2,1
Li2VOF3,1
Li3Fe(Si2O5)3,1
Li3Cr(Si2O5)3,1
Li2Ni4OF8,1
LiCrCO4,1
Li3Fe(CO3)3,1
Li4Ti5S12,1
Ce3Th4O14,1
Li4TiS4,1
LiSnP2O7,1
NaSnPHO4F,1
K2NaZn2H5(C2O7)2,1
Li7Ti7Nb5O30,1
Na6ZnO4,1
Ti(PO3)4,1
NaSb5O13,1
Ba6CaI14,1
Ag7Sb9O25,1
Ba2Ca7I18,1
Ca2Bi10O17,1
H20C3(N2O5)2,1
YTmO3,1
Er2H16S3O20,1
Al11InO17,1
Gd3Y13O24,1
Li3BiS4,1
Li3NiPCO7,1
MnH8C2S2(NO2)2,1
V(Bi5O8)5,1
Li7Mn(OF)3,1
Li2Mn7F16,1
Li3Mn2OF5,1
Mn4OF6,1
Li2Mn3O4F3,1
Ca5MnO6,1
SnP4O11,1
Li8MnO5F,1
LiLa3Ti2O9,1
Li2VOF4,1
K3Li2Nb5O15,1
Sn4P2O9,1
Li7MnO5F,1
Sb3PO7,1
V2Bi24O41,1
Cr3(OF)2,1
Li2CoSn(PO4)2,1
LiMn2F9,1
Li5MnF8,1
Cr2OF2,1
Li4Si2NiO7,1
Li3Fe2(PO4)3,1
K2InH2Cl5O,1
Li2BiP3O10,1
TeH3CCl3,1
Li2Ti6Zn3O16,1
Sb3O2F5,1
Bi7(O2F3)3,1
Bi25BO39,1
La26B8O51,1
NaGa3P2(HO3)4,1
Li2Cu2P4O13,1
LiSi2BiO6,1
ScH6Br3N2,1
LiFe2(CO3)4,1
LiSb4P7O24,1
H9CN5Cl2,1
As3H12C4S5N,1
Na3Cu5O4,1
GeF2,1
LiNbSn3(PO4)6,1
LiCu(HO)4,1
LiSb2P3O11,1
AgH8C4N8F,1
CsLiF2,1
Li2Ti7Nb6O30,1
MgSiH12(OF)6,1
Nb5O12F,1
Li2CaSiO4,1
Na4Ti7O16,1
Al10ZnO16,1
Li2AgF4,1
GaH7(NF2)2,1
LiTeHO4,1
Li4Cu(PO3)6,1
Ce4Y2O11,1
PH6NO2,1
Li2PdO3,1
SmBO3,1
Cu2O3,1
AsH3C(SF2)3,1
Bi6O5F8,1
Bi5O7F,1
Na7SbO6,1
Li2TiF6,1
Bi5O4F7,1
Ba16S16O59,1
Sn13(O5F3)2,1
Sr15Pd5O24,1
NbGaO4,1
Nb(SO4)2,1
LiSbF4,1
Li3Cu2F7,1
Rb4I2O,1
K2Mg3P4(H5O6)4,1
Na2CdO2,1
Y11Ta5O28,1
CaGd4O7,1
La10Bi8O27,1
Li3Ti2(PO4)3,1
ZnP2H7NO8,1
Ba8In6O17,1
CaH12(IO6)2,1
Li3SiBiO5,1
Bi10(Pb2O7)3,1
Sb8Cl2O11,1
TiNb2O7,1
Y6O5F8,1
LiTi(PO3)4,1
YH2(CO3)2,1
Ba7Pb17O24,1
Y13Ho19O48,1
Li4Sn(PO3)6,1
Hg3(SF)2,1
LiSn2P5O16,1
K2MgH8(CO5)2,1
Be(GaO2)2,1
MgAl10O16,1
Li2Sn3(P2O7)2,1
CsSi3HO7,1
Li3Bi3(PO4)4,1
InH10N2Cl5O,1
La2H22S6N6O23,1
K2Mg(H2N)4,1
H21C6N2Cl3,1
B(HO)3,1
Li3Sb3(PO4)4,1
Zn5P6H22(NO11)2,1
Na5CuHO4,1
As2HPbF13,1
NaYH8(CO3)4,1
Na6Zn3As4H6O19,1
Al11TlO17,1
MgBP(H3O4)2,1
Li3AgF4,1
Li3CuSiO4,1
CaAs2H6F18,1
LiBi2P3O11,1
B5PH4Cl,1
Li5CuF6,1
Li3CuF4,1
MgP2(H8O5)2,1
UH12S2O15,1
NaH2C2N3O,1
H16Ru3C6(Cl3O7)2,1
Mg2NF,1
VH10(CO5)2,1
Li3Mn4P3H12O19,1
Li3CrP2HO8,1
Li2VF7,1
Li3VF5,1
LiMn5P3O13,1
Li7MnP4O14F,1
LiFe2P3O11,1
Li2Fe2Si2O7,1
TaCrO4,1
Li4Cr2Si3O10,1
Li2Cr2SiO6,1
Na2Cd2O3,1
LaH9(SO6)2,1
P(H3C)3,1
Li4Ti7O16,1
Li2P2WO8,1
K2Ti8O17,1
Li2NbCr3O8,1
Li2P4WO13,1
LiV(PO3)4,1
LiMnCO4,1
LiMn2(CO4)2,1
LiFeCO4,1
Li2MnCO4,1
Li2Cr(Si2O5)2,1
Fe2(CO3)3,1
LiV2(PO3)5,1
KMn2P2HO9,1
Li5V(P2O7)2,1
LiP2WO7,1
LiMn2(CO3)4,1
LiP3W2O13,1
Li4MnSb2WO12,1
LiCrF4,1
LiP2WO8,1
Li2VF6,1
Li2PWO6,1
Na5FeHO4,1
Li2Co(Si2O5)2,1
V2NiH6(NO3)2,1
Li3P2WO8,1
LiV3O8,1
LiMn2(BO3)2,1
Na2Li2CoO4,1
ZnFeH4O2F5,1
LiMnPO4F,1
Mn(Bi5O8)5,1
Li2Co2(CO3)3,1
Li4Co3Ni2Sb3O16,1
LiCr(PO3)4,1
Li4Co2Si3O10,1
Li2Si6Ni3O16,1
Li4Mn2Si3O10,1
Li5MnP3O11,1
Li3MnPO5,1
Li4MnSi2O7,1
CoH2SeO4,1
Li4Nb3V3Cr2O16,1
Li2Fe(Si2O5)3,1
Li2CrPO5,1
BaMnO3,1
TaFeO4,1
K3MnCrO8,1
MnVHPbO5,1
Li4V(PO4)2,1
LiTi3V(PO4)6,1
Mn(AsO2)2,1
Na5LiCo2P2(CO7)2,1
V2Ge2O7,1
Li2CrSn(PO4)2,1
RbPH3O4F,1
Zr6O11,1
Ti9SnO20,1
Cu4OF6,1
Li2CaGeO4,1
NaCu(PO3)3,1
Li5VP3O11,1
Li6Cr3Sb(PO4)6,1
K2OsO5,1
ThH10N4O17,1
Na4Cu6O5,1
Li2NbCo3O8,1
Ba4Li4Ti19O44,1
NiP2(H8O5)2,1
LiNb(TeO4)3,1
NaH4Au(Br2O)2,1
LiCuF3,1
LiNb(BO3)2,1
Na5Li3Ti5O14,1
Li2MnV(PO4)2,1
Cs3YF6,1
Li2V2Si5O13,1
K2W4O13,1
SbOF3,1
LiCu(PO3)3,1
LiCoSbO4,1
Li2VCo3O8,1
Na2BiO3,1
Li2Co3SbO8,1
Li2Fe(CoO3)2,1
Li4Co5SbO12,1
LiFeSi3O8,1
Na3CuO3,1
K2PtBr4,1
K2SbCl5,1
Cu(IO3)2,1
Tl6Si2O7,1
Ca2Hf7O16,1
AuBr3,1
Sb2IF15,1
B9H8S,1
B13H19,1
Na4As2O7,1
SnI2,1
CsBe2F5,1
Zr7(NO2)4,1
B10(Pb2O7)3,1
NdSBr,1
HgPS3,1
ZnI2,1
P2H8O9,1
K2Sb4O11,1
Bi(PO3)3,1
BiPS4,1
Zr2P2O9,1
Te4O9,1
LiSn2(PO4)3,1
SnF4,1
SnPO4,1
Be2TlF5,1
Se2O5,1
Pb2OF2,1
SbCl2F3,1
Sr(Ag3O2)2,1
SbN3Cl4,1
Be(BH4)2,1
Ge5F12,1
Xe(OF)2,1
Tl3CoCl5,1
CaTiF6,1
Na4Sn3F10,1
SbBrF8,1
Na3NbO4,1
RbAuBr3,1
Ca3AsBr3,1
Tl4HgBr6,1
Hg3As2F12,1
TlPb2Cl5,1
P(HO)4,1
Li3BO3,1
Ca3PI3,1
PBr3,1
Ga2TeS2,1
TlCdI3,1
Bi2TeO6,1
CsTcO4,1
NaAg3O2,1
MnH2(SO4)2,1
Li2MnPCO7,1
K2MgCr2(H2O5)2,1
Li2CrPCO7,1
KCrClO3,1
CoH8(IO5)2,1
Y2Ti2S2O5,1
Li2Te,1
Pb2WO5,1
Nd2WO6,1
Bi2WO6,1
MgPb2WO6,1
Sb2Os,1
CaV4(AgO6)2,1
SrVPO6,1
GdVO4,1
VInO4,1
K2CaNi(NO2)6,1
NiSeO3,1
MoH8S2(NO)2,1
Mo(CO)6,1
Nd2MoO6,1
CsMoPO6,1
Sm2MoO6,1
BaMo2(P2O7)2,1
KMoP2O7,1
Ba3WO6,1
Li3Bi5(PO4)6,1
CsAu,1
LiN3,1
TlF3,1
Li2Cu(PO3)4,1
MgO2,1
Na2W2O7,1
BaV2CdO7,1
NiH14SO11,1
NiH4SeO5,1
Rb2NiH12(SO7)2,1
Na2Mo2O7,1
MoH8(NO2)2,1
MnH8SO8,1
MnH6(CO3)2,1
LaFeGe2O7,1
Sr2Ge,1
KCoH6(N3O4)2,1
K2NiH8(CO5)2,1
Ni3(PO4)2,1
Bi2MoO6,1
MnH8(ClO2)2,1
Na2CoH8(SO6)2,1
PWO4,1
Li2VPO4F,1
NiH2SeO5,1
Mn4Be3Ge3SO12,1
Na2Te,1
K2TiCl6,1
NaHF2,1
Tl2TeCl6,1
Tl2SnCl6,1
Rb2ZrCl6,1
Rb2SeCl6,1
Cs2TiCl6,1
PICl6,1
CS14,1
Ba(GeP)2,1
BaSn2S3,1
Nb(SCl)2,1
K2S5O16,1
SrBe3O4,1
XeIF7,1
TcCl4,1
Hg(Mo3Cl7)2,1
NClO6,1
AlTl2F5,1
In2(PS3)3,1
AsXeF7,1
K2Sb4S7,1
Be(B3H7)2,1
PdI2,1
K2CdO2,1
B4H5,1
KNb3O8,1
H2SeO3,1
HgBrO3,1
BrF5,1
YClO,1
U(OF)2,1
LaI3,1
SmBr3,1
NdBr3,1
AcCl3,1
CuN3,1
Ge(BiTe2)2,1
TiNCl,1
NbAlO4,1
AsClF8,1
GeI2,1
K2BeO2,1
Na3BiO3,1
FeSbS,1
Ba(NO2)2,1
BF3,1
B5H11N2,1
NO2,1
KMgCl3,1
TaCl4F,1
Hg3(TeBr)2,1
Rb2SnO2,1
Na4B2O5,1
CsNbO3,1
Ta2SnO7,1
La2ReO5,1
K2Zr2O5,1
K3W2Cl9,1
Li2ThN2,1
BN3Cl2,1
Tc2O7,1
Sn2OF2,1
Sb2TeF14,1
Al2PdCl8,1
TeAuI,1
Zr(IO3)4,1
RbBiF6,1
NaBiF6,1
Na2CoCl4,1
IrBr3,1
NiCl2,1
CsSnCl3,1
Nb3CuO8,1
K4Zr5O12,1
Tl4HgI6,1
SnClF,1
SeOF2,1
KNiCl3,1
Tl3PbBr5,1
Re2P5,1
GaSbCl6,1
CCl2O,1
AuI,1
USeO5,1
Pd(S3N)2,1
H3OF,1
InClO,1
Zr3N4,1
Y6UO12,1
ThI4,1
Cd2P2O7,1
K5As3O10,1
NaSb3F10,1
Te2I,1
RbB10H9,1
K2TcCl6,1
Nd2O3,1
Te3Cl2,1
Na2PbO2,1
Na8Ga2O7,1
K2ReF8,1
SrSe,1
Na4P2O7,1
Cd2As3I,1
Sc2GeO5,1
Te5(O2F11)2,1
Ca2B6O11,1
YH3(CO2)3,1
LiB(HO)4,1
Na4Ga3Si3BrO12,1
Na6S2ClO8F,1
Na4Al3Ge3IO12,1
Li4Al3Si3ClO12,1
Hg3AsClO4,1
TlRe6Se8Cl3,1
KSbClF3,1
RbLi2(IO3)3,1
SrNb2Bi2O9,1
K3B6BrO10,1
Ba5Ho8Mn4O21,1
Cs4BiSbCl12,1
KBa4Bi3O,1
AsSe6IF6,1
XeN2(OF4)2,1
KIO4,1
Ge3(BiO3)4,1
In(IO3)3,1
Ag2BiO3,1
GeBi2O5,1
Bi4Br2O5,1
KSn2Br5,1
K2ZnBr4,1
InPb2I5,1
SIO3F,1
CuH4(ClO)2,1
Ca3Al2H6S(OF)8,1
SrHCl,1
Na3H5(CO4)2,1
LiHSeO3,1
NdH3(CO2)3,1
Sr7(H6Cl)2,1
Al2P2H9NO11,1
H4OF2,1
NaCa2Si3HO9,1
Rb3H(SO4)2,1
SmH3(CO2)3,1
H9C4NO4,1
KNa(BH4)2,1
BaH3C3O7,1
SiH9C4F3,1
Mg2PHO5,1
SiH4,1
KMgH3,1
NaMgH3,1
K2CaH2S2O9,1
BeAlH5,1
Mg(AlH4)2,1
NaAlH4,1
NaHCO2,1
H2CO,1
SrH2,1
BClF6,1
MoNCl3,1
K4CdCl6,1
RbCdCl3,1
GaSeBr7,1
Sn2Bi2O7,1
Sr2Bi2O5,1
Hg2BrN,1
Rb2PtCl6,1
NaBrO3,1
Ca4Cl6O,1
Sr4Cl6O,1
Sr2InI5,1
NbCl5,1
RbI,1
RbCl,1
HgBr2,1
PbCl2,1
KCl,1
AlBr3,1
TeI,1
NaI,1
BeCl2,1
GeI4,1
BCl,1
KBr,1
BCl2,1
CsAg2I3,1
Ti(Bi3O5)4,1
Ce(IO3)4,1
Si(Bi3O5)4,1
RbNiCl3,1
CsAuCl3,1
Rb2PbCl6,1
AgBi3S5,1
Cs2TeCl6,1
CsAgBr2,1
Hg6Sb5Br7,1
Sn3BrF5,1
Rb2AgI3,1
AsCl2F3,1
Cs4PbBr6,1
BaClF,1
LiYb2Cl5,1
Sb4Cl2O5,1
Hg3(SCl)2,1
InSn2I5,1
Li2ZnCl4,1
SbCl4F,1
K2TeBr6,1
Tl4Bi2S5,1
Cs2PtCl6,1
TlBrO4,1
Dy2O3,1
CsAlH24(SeO10)2,1
ZnH12SeO10,1
H8S(NO2)2,1
GaP3(HO5)2,1
MgH6(SO4)4,1
SrH2N2O5,1
CaP2H6O7,1
KHSeO3,1
KH2N,1
BaHBr,1
K2LiAlH6,1
PH4I,1
SrGe(HO2)2,1
MgB3H15O13,1
CaPHO4,1
CaPH5O6,1
CaH8(ClO2)2,1
Na2AsH15O11,1
CaAs(HO)7,1
H3CSO4F3,1
CdH4NCl3,1
KBe(H2N)3,1
ZnH12(SO6)2,1
K3GeH3S3O2,1
MgH2Cl2O,1
AlSiH9C3Cl2O,1
MgH8SO8,1
TlFeC3NO4,1
Fe2P4PbO14,1
FeMoClO4,1
FeAsO4,1
RbFe(SeO4)2,1
KCrP2O7,1
Cr3BO6,1
SiOs,1
K3Co(NO2)6,1
H12C4NClO4,1
RbGaBP2HO9,1
NaZnP3(H4O5)2,1
CrH8C4(S2N3)2,1
ZnH8SO8,1
RbZn2P2HO8,1
CsHF2,1
Rb4Mg3H10,1
YH3(SO4)3,1
ErH3(SO4)3,1
LiP(HO2)2,1
ZnH2SeO4,1
Be3As2(H2O5)2,1
Tb2O3,1
MgH8(IO5)2,1
As2Os,1
CaH4SeO6,1
PH5NO3F,1
Gd(HO)3,1
AgH5S2O9,1
AgH2ClO5,1
K2CuH12(SO7)2,1
CoH9(CN2)3,1
K3AlH6,1
Si3H9N,1
H4NClO,1
CaZnAsHO5,1
Rb2HBrO,1
MgH12(BrO6)2,1
BeH8SO8,1
CdH8C4(S2N3)2,1
HIO3,1
YH12(ClO2)3,1
CuH2SeO5,1
RbCaH3,1
H2O2,1
LiPH2O3,1
TiH12(NF2)4,1
Ca2Al3Si3HO13,1
H6CN3ClO,1
LiH6NO6,1
Rb3H(SeO4)2,1
MgTe(H4O3)3,1
SrH12(ClO3)2,1
NdP2H9O10,1
Mg3P4H48(NO15)2,1
KC,1
Sr2H6Ru,1
AlH36C12S6(IO2)3,1
CdH20C4S4(NO6)2,1
CaH20C4S4(NO6)2,1
Rb3B12H12I,1
K(BH)6,1
Sc2P3(HO3)3,1
H6CN4O,1
LiHF2,1
CsGaP3HO10,1
RbH6C2S2NO4,1
Dy(HO)3,1
Li2H2SeO5,1
PH8N2O3F,1
CuP2(HO)4,1
LiNd2HO3,1
LiLa2HO3,1
NdH2ClO2,1
Rb(BH)6,1
Tb(HO)3,1
LiAlSi2H2O7,1
CdF2,1
Mg3Si2H4O9,1
CuH,1
H4INO4,1
SrPH3O4,1
La5B4N9,1
RePCl9,1
K4CdAs2,1
Cs3Fe2Cl9,1
Sb4S5Cl2,1
CuSe2Br,1
Bi3ClO4,1
CuW3Cl7,1
P2SeO3,1
K4Bi2O5,1
GaTeI7,1
Ag5CF4,1
Rb3Mn2Br7,1
BrNO3,1
RbBiO2,1
PHF4,1
CsXeF7,1
Hg2TeO3,1
Zn(AsO2)2,1
Cs3BiO3,1
ClF,1
Al2Te3,1
Rb3AsSe16,1
HS8N,1
K4HgAs2,1
C2(OF2)3,1
NaSnP,1
UCO5,1
SrLiN,1
Cd4P2Cl3,1
HoClO,1
Ca11InSb9,1
AgW3Br7,1
BaSi7N10,1
TiNb3O6,1
Nb3ClO7,1
K4Sb2O3,1
Rb2AgCl3,1
Tl2Te2O5,1
Ca3AlN3,1
BaAg8S5,1
NaGe,1
B2H4C,1
GeBi4Te7,1
NaNO2,1
K4MnBr6,1
Na4SnS4,1
RbEu2I5,1
SrPr2O4,1
Rb2ZrTe3,1
K2ZrTe3,1
NaP4N7,1
LaBN2,1
Ge3Cl8,1
Th2Ta2O9,1
Li5BiO5,1
Li5SbO5,1
K2U2O7,1
Zr6CCl14,1
Ba3(TaS4)2,1
HSN,1
K4Au6S5,1
Tl3BS3,1
Pt(PbO2)2,1
KH3F4,1
K2H5F7,1
BH2N,1
InI2,1
Y2InCl7,1
Ba3(GaS3)2,1
Cd3(ClO)2,1
Cs3CoBr5,1
Ca2Ge7O16,1
NaSbF4,1
SICl7,1
PrIO,1
Li6VCl8,1
Cd2P3Cl,1
Cd2P3Br,1
Tl2SnSe3,1
Ta4P4S29,1
P4(SeO2)3,1
Rb2IN3,1
Na3TlO2,1
CuSe3I,1
B3H4,1
PI2,1
KY3F10,1
Ta(TeCl3)2,1
Ta(TeBr3)2,1
Y5C2I9,1
Sr4As3,1
TlFeBr4,1
Cs2GaSb2,1
Hf(Te2Cl3)2,1
Na3ScBr6,1
Pr5C2Br9,1
Cd3PCl3,1
AlSeBr7,1
AlTeI7,1
LuPO4,1
SiTePt,1
SbCl3F2,1
K6Sn2Se7,1
Rb3TlCl6,1
Na5InS4,1
KGaSb4,1
Hf(Se2Cl3)2,1
RbTaO3,1
In2(Se2O5)3,1
RbBF4,1
Ca3BN3,1
TlAuF6,1
LiClO4,1
RbAsO2,1
Sr2GeSe4,1
Nd4Se3N2,1
Tb4Se3N2,1
HgAsO3,1
AcBrO,1
Ba5Pt2O9,1
Mg3(HO2)2,1
Mg5(HO3)2,1
Sr3(BS3)2,1
Ba(CO)4,1
Na3As7,1
RbGaCl4,1
Li4HN,1
Si3(Cl4O)2,1
KGaCl4,1
LiBH4,1
CsClO4,1
Ba4Ga2O7,1
Pr4Se3O4,1
Mg(HO)2,1
Ag2SO3,1
Te(HO)6,1
AlCuO2,1
B5H6Br,1
Na3BO3,1
K4Ge9O20,1
Pr(PO3)3,1
Sr3SiO,1
Ga2PdI8,1
Ga2PdBr8,1
MgPSe3,1
Ba6Mg11F34,1
RbAu,1
Ag3PSe4,1
TiSnPt,1
BeAl2O4,1
Ca5(Ga3O7)2,1
TlGeS2,1
KAgO,1
TbP5O14,1
B5H11,1
Tl2S5,1
Mg2GeO4,1
SrLiBi,1
Er2CdS4,1
Al2HgSe4,1
La(NO2)3,1
LiNb6Cl19,1
Ca(C2N3)2,1
TlBSe3,1
Hg3(SI)2,1
Zr6Ag7F31,1
Sb5PO10,1
Th2AuF11,1
CsPdCl3,1
Re2PCl13,1
K2ReH9,1
Rb2CdCl4,1
Na4SeO5,1
H4C7O,1
Ag3SnP7,1
IF3,1
Tb(AlCl4)3,1
K2SnTe3,1
Sm10Se19,1
TaCl5,1
Rb4Hg5Te13,1
K2Si2O5,1
Ca4GeN4,1
SiH,1
KBiO3,1
Ho(AlCl4)3,1
ZnGeN2,1
Bi3Se4Br,1
CsSn2Cl5,1
Dy3S2Cl5,1
BeBr2,1
Gd3ReO8,1
Bi4I2O5,1
Hg2SeO5,1
Cs3AsO4,1
AuF5,1
Be2Te7Cl6,1
MgB9N,1
Rb2BeF4,1
GeCl4,1
K2GaSb2,1
CsPd2Cl5,1
LiCN,1
CsCaBr3,1
Na2Al2Sb3,1
RbCrCl3,1
Ba(AlCl4)2,1
Rb2ZnI4,1
SbKr3F11,1
AsKrF7,1
Rb6Br4O,1
AuSO4,1
Sc(IO3)3,1
Bi2Te4Cl7,1
La3B2N5,1
C2S9N2,1
KTcCl3,1
S(ClO)2,1
P3Ru,1
Sr4Bi6Se13,1
SiCl4,1
CS3N4,1
K4ZnO3,1
GeH3Cl,1
Rb2CdO2,1
H2NO2,1
Ba2As2Se5,1
K3Al2As3,1
InTeBr,1
RbI3,1
LiGaBr4,1
K3LiSi4,1
Rb4CdBr6,1
K4CdP2,1
USe2O7,1
CsIO3,1
Sb11F43,1
SnPCl9,1
Ge(SF6)2,1
CdTeO3,1
Gd2NCl3,1
Na2GeSe3,1
TlI3,1
LiBiF4,1
CsAsSe2,1
RbAsSe2,1
Na6Be8O11,1
RbSF5,1
Ca2AsI,1
Ca2IN,1
Li8SiO6,1
Li8GeO6,1
Na3ErCl6,1
BaSe2O5,1
CaInBr3,1
Na2(GaSb)3,1
Ba(ClO3)2,1
WBr6,1
Ti(ClO4)4,1
SrBiSe3,1
S7(N3O4)2,1
CClF3,1
Li3AsS3,1
Re3(TeI)7,1
ErSeI,1
Hg2P2O7,1
KSc2F7,1
Tl3Cd2I7,1
K2TeSe3,1
CrInBr3,1
As(BrF2)3,1
NbXeF11,1
Ba2As2S5,1
Na2S5,1
K2GeTe4,1
H8NF5,1
La3ReO8,1
P4Se3I2,1
Rb2PdBr6,1
Na2Mn2S3,1
K2Ti2O5,1
RbPaF6,1
K2PrBr5,1
ThIN,1
KTlBr4,1
AlP2I9,1
TmCl3,1
Hf(BH4)4,1
TcP3,1
Na6CdCl8,1
Sr5(Br4Cl)2,1
AlCuCl4,1
Be(H2N)2,1
Li4Ge9O20,1
Tl2Sn2S3,1
As2(SO4)3,1
La2Be2O5,1
Ba3In2F12,1
Sn5BF13,1
KCuS,1
KH3O2,1
Lu2S3,1
V2Se9,1
LaHO,1
LiBiO2,1
Ba5(GaS4)2,1
Ta2Zn3O8,1
K2PtI6,1
CSO,1
Hg2AsCl2,1
Ba4P2O,1
TlCdBr3,1
TlCdCl3,1
Tl2PS3,1
IrS3Cl11,1
Na3ReO5,1
CsH7O4,1
RbInI4,1
KH9O5,1
BiClF8,1
NaTaCl6,1
NaNbCl6,1
Te2PdCl10,1
K3BrO,1
LaSe2,1
ThZr2F12,1
KSb2,1
WS9Cl4,1
Li3Zr4F19,1
Ba(YS2)2,1
TaI2O,1
Li5Br2N,1
K2GeSe4,1
ZrSnCl6,1
Tl2AgI3,1
NaLuCl4,1
Bi2Te4O11,1
Rb3CuO2,1
Si2Cl2O3,1
Mg3BN3,1
BiTeCl,1
Sn4OF6,1
DySI,1
Tl5Se2Br,1
Tl5Se2Cl,1
Cd4P2Br3,1
Ti6CCl14,1
BaReH9,1
Cd2As3Br,1
Hg2As3Br,1
GeP2O7,1
Ba(PdS2)2,1
ZrPb3F10,1
CsSrN9,1
Ba2Si3O8,1
Ca2AlF7,1
Ge3Bi2O9,1
Cd2Ge7O16,1
La3Br6N,1
Nb2Se4O13,1
Co(SiP)3,1
La(SiP3)2,1
Na8Si7O18,1
SiCl2,1
Ga3Bi5Cl12,1
Hg(AuF4)2,1
Si3P2Pt,1
KTe2F9,1
KAuSe2,1
Sr6Cu3N5,1
Se2NCl5,1
Se2Br3N,1
Ta3SeI7,1
Hg3TeBr4,1
Hg3(SBr)2,1
Sr5Zr3F22,1
Na3YBr6,1
Al2ZnO4,1
SeF4,1
KSiH3,1
SrHgO2,1
Ta(ICl)2,1
KGaBr4,1
NaGaBr4,1
Zr2TeBr12,1
ZrTe2Br5,1
Ba2Bi2O5,1
Na2MgCl4,1
AsBr5F6,1
H9CN9,1
Li4Ge5O12,1
Cs2SnTe4,1
Na4Br2O,1
Na5InTe4,1
KNaSe,1
Li3BrO,1
Rb3Ge2Br7,1
AgXeF9,1
Nb3ICl6,1
Tl2CuI3,1
Si2NCl5,1
CsB3H8,1
Hg3(TeI)2,1
RbBrF4,1
LaBr2,1
K3AuSe13,1
Pb(IO3)2,1
Na7Au5S6,1
Cd4OF6,1
OsO3F2,1
K3RhCl6,1
TeCF2,1
ThSnI6,1
Si3CCl8,1
Na2CS3,1
TcO2F3,1
K2Bi8Se13,1
Sr5(AuO4)2,1
Se2NCl3,1
CsSbS6,1
PrZr3F15,1
Li3PO4,1
KSnF3,1
Na4Ga2S5,1
SbSCl9,1
Nd(AlBr4)3,1
In7Cl9,1
K6Sn3As5,1
La4Bi2S9,1
Pt(SCl4)2,1
Ba(AuF4)2,1
Si2Hg6O7,1
Sb2S2O,1
Na3PS4,1
NaBS2,1
BaS,1
K4SnO3,1
Si4P4Ru,1
Pr3NbO7,1
Rb9Fe2S7,1
K9Fe2S7,1
Li16Ta2N8O,1
Pr4Si2Se3O7,1
Nd4Si2S3O7,1
RbPt2Se3,1
K6CoS4,1
BBr3,1
Ba2Zn3(AsO)2,1
Li7TaN4,1
Ba3WN4,1
CsCOF3,1
NaSiSbO5,1
KSiSbO5,1
Nd2Au5F21,1
Pr2Au5F21,1
Li6Y(BO3)3,1
Sr2Ga2S5,1
NdTa7O19,1
KNd(SO4)2,1
Rb2LiGaF6,1
BP,1
Ag8SnS6,1
K2Ca2(SO4)3,1
Mg3N2,1
Pr4Ga2O9,1
Dy3Ga5O12,1
Na3AuS2,1
Li3GaF6,1
Na2ZnGaF7,1
CaTe3O8,1
Sr4TiAs4,1
AlP,1
ZnP4O11,1
Nd4Si2Se3O7,1
KGaF4,1
Lu2Cu2O5,1
Rb2NaHoF6,1
Nd3Ga5O12,1
Rb2TaAgS4,1
K4Nb2S11,1
RbSnAsO5,1
KSnAsO5,1
Sn2S3,1
Cs4KLiGa2F12,1
LiTmSiO4,1
GdSnF7,1
Sb2(PSe3)3,1
K2GaP2,1
Tl2GeSe3,1
SrGa2(SiO4)2,1
Ba4GeP4,1
Sr4GeP4,1
K3Cu3As2,1
TiZnO3,1
K2Pd(NO2)4,1
P2Ru,1
Cd(RhO2)2,1
ZnAgF3,1
RbAlO2,1
CsAlO2,1
Y3Si3O10F,1
NaTl2RhF6,1
KRb2RhF6,1
Ba4GeAs4,1
Na5AlO4,1
Hg2GeO4,1
CdCu2GeS4,1
Er2SeO2,1
Ho2SeO2,1
Gd2SeO2,1
Ag2PSe3,1
Cd(GaTe2)2,1
Cs2HfF6,1
Rb2NaYF6,1
Rb2NaRhF6,1
ZnSnO3,1
Tm2CdSe4,1
CaAl2O4,1
LiSbS2,1
Na2PtSe2,1
BaMgF4,1
K3P6N11,1
KNa2Zn3(PO4)3,1
In(PO3)3,1
Na4Hf2(GeO4)3,1
Al7Te10,1
Li6ZnO4,1
Cd3TeO6,1
RbYO2,1
NaGe2N3,1
Sn3F8,1
Rb7NaGe8,1
AsPO5,1
MoS2,1
K2RbPdF5,1
Ba3Tm4O9,1
Ba3P4,1
CoP2,1
Sr2InF7,1
Ga2Sn2S5,1
RhPb2F7,1
Ba2SiSe4,1
Sr2VN3,1
Ba3Te2O9,1
Ba2Nb6Te2O21,1
Li3GaSiO5,1
Sm3Si6N11,1
NaAg3S2,1
